Gene.Chr	MCF7	BT474	ZR751	T47D	MDAMB468	MDAMB231	BT20
SNX13.7	2082	3223	4354	4181	3088	850	2808
SNX14.6	3418	3211	3265	3510	7552	2174	3362
SNX15.11	1199	1599	410	1167	1397	1300	907
SNX16.8	593	284	509	549	386	291	240
SNX17.2	5248	3932	3466	3773	4307	5768	4900
SNX18.5	1260	1235	1512	2098	2517	1412	2764
SNX19.11	2585	3299	3686	11209	5044	5730	9905
SNX2.5	3503	2530	2292	4849	3082	2978	2112
SNX20.16	0	0	0	0	0	0	5
SNX21.20	804	354	549	1155	630	842	1150
SNX22.15	104	33	85	213	28	79	67
SNX24.5	840	687	425	1234	2273	1537	1240
SNX25.4	190	1082	631	366	735	683	248
SNX26.19	1106	580	1190	863	791	358	722
SNX27.1	4878	2717	5762	2556	3761	1330	3562
SNX29.16	2334	1284	1030	835	261	504	981
SNX3.6	3460	3396	3357	2575	7707	3108	11118
SNX30.9	2764	678	1209	2468	3241	1899	1807
SNX31.8	0	29	0	0	1	0	1
SNX32.11	15	17	12	2	8	1	0
SNX33.15	3050	1196	1131	1719	995	2124	1702
SNX4.3	1753	2245	2503	1939	1705	774	2891
SNX5.20	4936	3159	2947	3020	3995	2703	3311
SNX6.14	2641	4092	1833	3732	2530	2155	2977
SNX7.1	636	469	570	0	3525	1310	769
SNX8.7	1520	1609	1452	2314	1667	1945	2760
SNX9.6	1516	2314	1521	976	3299	3336	2791
SOAT1.1	793	585	1091	1274	3180	3564	1871
SOAT2.12	17	20	10	1	6	3	3
SOBP.6	267	49	58	43	15	40	76
SOCS1.16	314	138	71	16	67	70	174
SOCS2.12	733	582	112	0	598	104	323
SOCS3.17	857	174	282	104	625	1892	1318
SOCS4.14	1896	2034	1322	2135	1826	1297	2506
SOCS5.2	890	769	766	571	3781	1148	2119
SOCS6.18	751	2110	2451	662	2358	572	1790
SOCS7.17	342	4177	481	652	489	527	497
SOD1.21	5790	6555	5210	6887	6985	4611	10444
SOD2.6	1067	1947	1364	1390	3507	2573	3234
SOD3.4	12	255	12	4423	0	1743	0
SOHLH1.9	2	1	1	0	0	0	0
SOHLH2.13	2	21	2	2	0	15	69
SOLH.16	5349	2347	2787	1763	2249	3937	4463
SON.21	16715	12267	8545	16693	21797	10080	23645
SORBS1.10	72	325	72	270	715	167	131
SORBS2.4	6	581	303	855	157	237	0
SORBS3.8	930	1184	3478	958	1832	1181	2723
SORCS1.10	277	3	32	0	1	0	0
SORCS2.4	810	7	70	0	185	4186	110
SORCS3.10	0	2	6	3	0	0	0
SORD.15	1056	1347	3847	1577	739	984	310
SORL1.11	838	2341	4404	10006	5515	1157	11410
SORT1.1	8675	4773	4946	12225	28902	10970	48325
SOS1.2	4088	4096	2049	1823	11278	2166	6890
SOS2.14	1944	2714	1709	2933	2632	1986	2280
SOST.17	2	0	2	0	0	2	0
SOSTDC1.7	1	0	84	85	76	6	4
SOX1.13	0	2	0	0	0	0	1
SOX10.22	8	10	2	6	4	0	0
SOX11.2	98	7553	51	4	709	1	0
SOX12.20	4698	8346	2457	3615	2657	1406	1671
SOX13.1	4637	7998	5986	4152	3217	2225	8536
SOX14.3	0	0	0	0	0	0	0
SOX15.17	86	1553	30	37	160	65	115
SOX17.8	0	0	0	0	1	0	0
SOX18.20	89	129	101	54	54	25	175
SOX2.3	458	726	155	149	0	3	8
SOX21.13	8	9	2	2	0	0	0
SOX3.x	2160	22	64	2	0	0	0
SOX30.5	13	19	9	2	7	2	1
SOX4.6	11403	11727	7533	1942	8378	121	3018
SOX5.12	1	9	74	21	7	9	0
SOX6.11	12	205	7	10	0	12	91
SOX7.8	8	7	5	3	197	11	0
SOX8.16	42	24	0	0	1	0	29
SOX9.17	678	2317	1788	910	11306	6117	4681
SP1.12	9551	7198	5386	7894	6597	5389	7460
SP100.2	1791	963	533	467	1411	2471	1935
SP110.2	1723	590	729	440	542	425	589
SP140.2	6	15	2	0	7	434	1
SP2.17	2555	1468	1796	1709	1141	1780	1626
SP3.2	4548	5806	5022	2551	6030	3093	11348
SP4.7	470	707	505	521	1811	294	626
SP5.2	4	15	10	0	0	89	8
SP6.17	276	486	2521	443	2824	229	380
SP7.12	1	0	4	4	2	0	0
SP8.7	5	1	0	0	46	0	6
SPA17.11	135	181	332	1382	163	599	315
SPACA1.6	0	0	0	0	0	0	0
SPACA3.17	0	8	2	0	0	0	0
SPACA4.19	10	57	5	3	22	0	10
SPACA5.x	0	0	0	1	0	0	0
SPAG1.8	648	390	310	1022	1987	769	718
SPAG11A.8	0	3	0	0	0	0	0
SPAG11B.8	0	0	0	0	0	0	0
SPAG16.2	0	269	441	1146	1147	369	381
SPAG17.1	6	4	1	12	8	22	3
SPAG4.20	130	10	64	194	45	555	81
SPAG4L.20	0	0	1	0	0	0	0
SPAG5.17	2923	3963	4150	9846	3997	6437	6692
SPAG6.10	4	2	111	0	0	0	0
SPAG7.17	1931	1155	349	1328	502	865	1236
SPAG8.9	18	3	27	62	65	10	6
SPAG9.17	6991	3371	6210	5826	4046	5887	5541
SPAM1.7	26	0	2	0	0	0	0
SPANXA2.x	0	0	0	0	0	0	0
SPANXC.x	1	0	0	0	0	75	0
SPANXE.x	0	0	0	0	0	0	0
SPANXN1.x	0	0	1	0	0	0	0
SPANXN2.x	0	0	0	0	0	2	0
SPANXN3.x	0	0	0	0	6	0	0
SPANXN4.x	0	0	0	0	0	0	0
SPANXN5.x	0	0	0	0	0	0	0
SPARC.5	7	469	0	7	57	211	20
SPARCL1.4	23	6	4	45	3	0	9
SPAST.2	1309	881	1165	946	2934	726	1498
SPATA1.1	8	2	20	1	16	11	5
SPATA12.3	18	11	3	0	26	6	4
SPATA13.13	2106	765	1212	248	463	477	590
SPATA16.3	0	0	0	0	0	0	0
SPATA17.1	66	132	130	124	51	10	4
SPATA18.4	760	16	0	0	0	9	2
SPATA19.11	0	0	2	0	0	0	0
SPATA2.20	2658	1922	853	917	890	928	1799
SPATA20.17	7197	11408	3298	4607	1100	2741	6523
SPATA21.1	8	12	6	3	0	1	0
SPATA22.17	0	2	2	0	0	0	0
SPATA2L.16	2147	835	924	1352	562	332	1010
SPATA4.4	2	3	6	2	0	0	0
SPATA5.4	295	240	286	408	636	439	414
SPATA5L1.15	507	341	445	601	675	411	838
SPATA6.1	59	114	126	165	45	1	156
SPATA7.14	583	343	248	475	159	96	168
SPATA8.15	0	1	0	0	4	0	3
SPATA9.5	25	3	6	4	3	8	8
SPATC1.8	11	9	26	47	0	4	11
SPATS1.6	1	4	0	0	0	2	0
SPATS2.12	2133	1650	1664	3314	1556	935	2437
SPC24.19	478	309	278	385	488	426	540
SPC25.2	312	386	788	698	1298	502	1057
SPCS1.3	2014	1743	3215	3610	2235	2173	2290
SPCS2.11	530	1259	697	633	910	482	260
SPCS3.4	1015	499	894	753	1133	886	897
SPDEF.6	4487	12763	14760	9144	2889	10	564
SPDYA.2	2	12	15	4	18	3	6
SPDYC.11	7	8	2	22	1	2	1
SPECC1.17	4951	581	608	3178	1924	1899	4051
SPECC1L.22	3250	5890	4276	3131	4634	3919	6688
SPEF1.20	57	64	12	45	14	6	13
SPEF2.5	134	160	173	950	171	78	51
SPEG.2	552	62	169	155	1447	399	1092
SPEM1.17	4	0	0	0	0	3	7
SPEN.1	7299	5749	3129	2046	6106	4298	11058
SPERT.13	27	0	0	0	0	5	0
SPESP1.15	170	2	0	0	0	0	0
SPG11.15	3239	723	5125	4898	1891	2626	6799
SPG20.13	1134	178	429	672	49	2722	2
SPG21.15	5564	3668	3245	3185	3842	2427	6681
SPG3A.14	102	316	238	42	143	127	62
SPG7.16	4810	3015	2633	4025	2043	2267	4287
SPHAR.1	41	35	113	29	107	22	48
SPHK1.17	1360	56	1362	147	357	857	1580
SPHK2.19	878	695	526	471	435	731	1727
SPHKAP.2	0	2	3	0	1	0	0
SPI1.11	11	7	4	4	7	1	2
SPIB.19	3	5	9	4	0	5	55
SPIC.12	0	3	1	0	0	0	0
SPIN1.9	7548	5124	4383	4061	8920	3282	7258
SPIN2A.x	0	0	2	1	0	0	4
SPIN2B.x	192	122	125	74	171	224	120
SPIN3.x	843	1212	714	802	846	519	545
SPIN4.x	800	1044	548	988	9393	688	1326
SPINK1.5	0	0	0	0	2	0	0
SPINK2.4	5	0	0	2	6	0	0
SPINK4.9	14	7	7	199	0	21	0
SPINK5.5	29	4	0	848	2	4	5
SPINK5L2.5	1	2	0	2	0	0	0
SPINK5L3.5	0	1	0	133	0	0	0
SPINK6.5	0	1	0	4	0	0	0
SPINK7.5	0	0	0	1	0	0	0
SPINK8.3	0	25	508	14	3	0	28
SPINK9.5	0	0	0	0	0	0	0
SPINLW1.20	1	5	2	0	0	0	0
SPINT1.15	9658	8096	14298	22733	8155	270	15527
SPINT2.19	27911	27748	28949	14851	23466	2509	39543
SPINT3.20	2	0	0	0	0	0	0
SPINT4.20	0	1	0	0	0	0	0
SPIRE1.18	2401	2785	3868	875	5423	4557	1405
SPIRE2.16	1028	1027	1132	2058	1146	565	1987
SPN.16	6	26	14	2	9	49	0
SPNS1.16	4662	1817	2668	3674	1174	1785	1698
SPNS2.17	796	1066	1886	789	4012	736	1870
SPNS3.17	11	40	19	9	149	99	100
SPO11.20	0	1	0	0	0	0	0
SPOCD1.1	100	38	330	1598	65	433	64
SPOCK1.5	581	60	13	3	27	19	680
SPOCK2.10	44	38	28	14	345	27	212
SPOCK3.4	0	0	0	0	0	17	0
SPON1.11	13	13	7	4	6	15	49
SPON2.4	36	282	14	9	14	129	17
SPOP.17	2968	8455	3006	3204	1512	2475	1249
SPOPL.2	3869	3374	6020	1290	4150	1235	2450
SPP1.4	4	2	1	0	0	25	433
SPP2.2	2	0	1	0	0	0	0
SPPL2A.15	4588	914	2589	2313	1580	1344	3942
SPPL2B.19	2950	1927	1168	1367	1054	985	2124
SPPL3.12	3509	2633	1828	3621	1854	2467	2278
SPR.2	3423	1118	2915	1302	1673	1957	2851
SPRED1.15	401	833	774	545	1545	2607	1936
SPRED2.2	3046	2595	1357	2005	2037	3764	3930
SPRED3.19	29	57	51	29	8	103	18
SPRN.10	438	99	209	140	95	230	50
SPRR1A.1	47	5	10	8	8	0	4
SPRR1B.1	214	5	0	0	13	0	0
SPRR2A.1	0	1	0	0	21	0	0
SPRR2B.1	0	0	0	0	0	0	0
SPRR2D.1	1	2	0	0	6	0	1
SPRR2E.1	3	0	0	0	0	0	0
SPRR2F.1	0	2	0	0	0	0	0
SPRR2G.1	1	0	1	0	0	0	0
SPRR3.1	10	2	10	0	51	0	4
SPRR4.1	0	2	0	0	0	0	0
SPRY1.4	64	230	246	80	330	664	69
SPRY2.13	95	137	44	313	1630	1477	826
SPRY3.x	191	34	47	74	323	12	381
SPRY3.y	0	0	0	0	0	0	0
SPRY4.5	24	143	167	52	610	10274	423
SPRYD3.12	3682	1906	1466	2059	1442	1872	926
SPRYD4.12	794	673	302	1092	194	238	675
SPRYD5.11	0	0	0	0	0	0	0
SPSB1.1	1886	171	969	131	632	1021	1472
SPSB2.12	260	318	936	89	200	215	1025
SPSB3.16	2892	1709	1775	1216	1067	1071	2016
SPSB4.3	66	331	26	25	3	3	24
SPTA1.1	2	2	4	2	1	2	96
SPTAN1.9	18376	23413	6889	16999	20435	15845	29763
SPTB.14	340	249	221	240	725	87	436
SPTBN1.2	15908	11534	6921	6953	16844	35640	25480
SPTBN2.11	10740	5779	8797	10139	5427	1685	5246
SPTBN4.19	197	93	191	156	48	7	58
SPTBN5.15	41	70	251	218	103	188	194
SPTLC1.9	3138	1912	3207	2124	3605	2550	2927
SPTLC2.14	6363	7379	16543	13396	2661	1562	2446
SPTLC3.20	71	604	63	1584	597	528	234
SPTY2D1.11	1745	2490	2216	1626	2009	1334	3378
SPZ1.5	2	1	2	0	0	0	0
SQLE.8	8708	4127	5789	3840	6806	990	2211
SQRDL.15	874	1902	1492	3208	3512	665	2651
SQSTM1.5	17211	16001	10377	8410	14511	49359	26862
SR140.3	3971	7580	7299	8615	8885	2920	6569
SRA1.5	1243	953	676	1817	1823	1692	1193
SRBD1.2	928	747	697	716	1191	1025	896
SRC.20	2207	480	2610	3914	1668	2441	7409
SRCAP.16	13826	10748	8446	10702	6256	6468	12422
SRCRB4D.7	87	35	39	51	16	6	103
SRD5A1.5	1275	985	779	407	5321	774	3275
SRD5A2.2	8	2	16	4	12	1	6
SRD5A2L2.4	0	0	0	0	0	0	0
SRD5A3.4	1094	807	2376	606	1411	204	1278
SREBF1.17	18373	9953	15318	8303	6536	12692	17970
SREBF2.22	9391	14576	7547	8044	16253	12591	12481
SRF.6	4247	3670	1954	2840	5086	7079	8213
SRFBP1.5	356	485	567	648	901	670	617
SRGAP1.12	2285	486	1890	277	849	769	1324
SRGAP2.1	4184	1079	3824	3977	3931	2843	9258
SRGAP3.3	359	470	609	2305	577	6	1882
SRGN.10	1	2	0	135	0	2365	202
SRI.7	2772	1654	1330	1088	3441	2563	1632
SRL.16	8	27	10	8	7	0	12
SRM.1	4409	2776	1894	2311	2066	5346	3199
SRMS.20	67	1057	634	62	11	6	83
SRP14.15	5377	5429	5961	5791	2978	3724	6453
SRP19.5	1086	954	1227	1361	2124	991	870
SRP54.14	4525	6063	3282	6551	3794	1687	3705
SRP68.17	4659	3757	6496	7996	7826	5226	4027
SRP72.4	4195	5929	5302	5523	7582	4831	7766
SRP9.1	3309	5002	5650	3527	8087	1538	3311
SRPK1.6	2514	4371	3353	3965	16389	8691	11708
SRPK2.7	4182	3228	2792	1846	2971	1515	2347
SRPK3.x	51	8	77	40	37	20	81
SRPR.11	5351	4755	7003	18745	12178	9722	11540
SRPRB.3	2295	2225	2167	3738	3937	1097	2146
SRPX.x	21	31	4	0	10	1381	87
SRPX2.x	9	4	24	2	302	84	696
SRR.17	428	209	274	520	259	216	82
SRRD.22	511	426	782	660	896	635	524
SRRM1.1	4157	3491	4354	2424	8812	2479	4866
SRRM2.16	47620	30122	31477	30887	21808	17880	33935
SRrp35.6	1	5	2	0	50	2	0
SRXN1.20	2122	1539	1862	2558	4848	6343	5623
SRY.y	0	0	0	0	0	0	0
SS18.18	3589	5466	5058	3777	3476	2961	2800
SS18L1.20	3525	1334	2305	1624	1591	1291	2607
SS18L2.3	317	268	364	521	413	427	387
SSB.2	2849	4817	3608	2889	5782	2308	5049
SSBP1.7	2630	3823	2809	2759	5000	2303	4687
SSBP2.5	565	373	913	1471	909	306	880
SSBP3.1	718	1317	792	572	1739	469	938
SSBP4.19	2162	453	1210	1030	2501	1252	1806
SSFA2.2	10558	2415	2391	2545	13810	7941	11724
SSH1.12	1678	654	542	626	1033	3368	1651
SSH2.17	1009	1881	1175	2012	1698	1135	4463
SSH3.11	6674	8115	13534	6581	3085	1092	5063
SSNA1.9	2815	3208	1590	2562	1034	2204	4798
SSPN.12	47	297	843	23	498	33	22
SSPO.7	617	181	320	251	338	36	237
SSR1.6	6751	6625	7532	8828	25308	8019	8989
SSR2.1	6615	2804	8776	11739	7625	6400	5031
SSR3.3	6140	4385	7071	9400	10279	6692	5739
SSR4.x	7532	1836	4648	2641	6040	2015	4448
SSRP1.11	6218	12746	5123	16024	20766	19468	13489
SSSCA1.11	1663	1230	366	1254	1345	1031	932
SST.3	0	0	1	0	0	0	0
SSTR1.14	2	41	2	0	66	0	0
SSTR2.17	11	12	176	215	6	224	0
SSTR3.22	7	2	1	0	4	0	0
SSTR4.20	3	0	0	0	0	0	0
SSTR5.16	70	0	0	0	0	0	2
SSU72.1	3865	3246	3726	4459	4290	3506	4971
SSX1.x	0	1	0	6	0	1	0
SSX2.x	0	0	0	0	0	0	0
SSX2IP.1	942	2135	1180	1026	6883	1374	2809
SSX3.x	0	0	0	0	4	0	0
SSX4.x	0	0	0	0	0	0	0
SSX5.x	1	1	0	0	0	0	0
SSX6.x	1	0	1	0	4	1	0
SSX7.x	0	0	0	0	0	0	0
SSX9.x	0	0	0	0	0	0	0
ST13.22	2330	2930	3547	2900	4143	1582	2543
ST14.11	8933	10847	10971	36920	13436	63	16566
ST18.8	0	1	0	3	0	25	0
ST20.15	187	166	131	55	105	10	123
ST3GAL1.8	956	1375	2269	499	2064	1437	4839
ST3GAL2.16	471	119	401	648	266	2276	634
ST3GAL3.1	141	173	84	171	1422	928	180
ST3GAL4.11	893	1285	1334	1932	3807	1801	5040
ST3GAL5.2	835	444	1231	26	95	393	51
ST3GAL6.3	4	14	69	7	116	190	26
ST5.11	167	544	443	225	1712	1382	4664
ST6GAL1.3	27	2249	3092	3252	2137	1787	923
ST6GAL2.2	3	71	2	0	0	0	0
ST6GALNAC1.17	16	16	20	13	6	3	0
ST6GALNAC2.17	2625	3137	5133	2348	2072	341	285
ST6GALNAC3.1	0	7	4	2	10	63	0
ST6GALNAC4.9	319	9	2057	324	239	1480	180
ST6GALNAC5.1	29	10	1	2	2628	162	21
ST6GALNAC6.9	1205	1567	1504	921	1501	2397	720
ST7.7	705	1678	760	846	1447	754	1782
ST7L.1	270	695	324	360	1023	628	934
ST8SIA1.12	38	14	62	36	551	46	2
ST8SIA2.15	4	6	2	0	0	1	0
ST8SIA3.18	0	1	2	0	0	0	0
ST8SIA4.5	1693	8	14	0	0	299	0
ST8SIA5.18	0	22	7	2	3	4	3
ST8SIA6.10	220	169	24	250	5	3	417
STAB1.3	13	22	5	0	10	8	29
STAB2.12	9	22	8	7	7	17	9
STAC.3	1	2	20	0	4334	1623	1184
STAC2.17	4	4004	31	4	70	2	40
STAC3.12	91	82	28	11	70	5	51
STAG1.3	2791	2947	2082	3434	5160	2575	3154
STAG2.x	9445	8395	8932	4431	16122	4108	21256
STAG3.7	195	73	30	26	243	44	20
STAG3L1.7	53	52	29	124	68	27	28
STAG3L2.7	73	67	38	92	53	29	26
STAG3L3.7	38	27	13	45	35	9	20
STAG3L4.7	472	510	178	1173	364	237	1224
STAM.10	1019	1100	1299	2471	1082	1380	3653
STAM2.2	1842	1899	1542	1941	2554	1056	1774
STAMBP.2	1588	1428	1496	1620	2415	2022	2340
STAMBPL1.10	15	20	72	97	1004	1860	107
STAP1.4	0	0	1	0	0	0	0
STAP2.19	3134	1715	1943	2534	1860	947	2702
STAR.8	3	19	49	2	20	1	6
STARD10.11	14555	20375	13389	6588	2326	722	1280
STARD13.13	1043	2128	674	3112	1480	850	1948
STARD3.17	1472	34132	1461	2363	1829	2732	1521
STARD3NL.7	658	1358	1443	1358	740	1017	1530
STARD4.5	334	145	461	619	1742	1175	111
STARD5.15	297	179	140	430	59	47	204
STARD6.18	0	1	6	0	3	1	0
STARD7.2	9508	10215	7714	4001	12097	6705	12751
STARD8.x	25	17	24	285	387	1537	266
STAT1.2	22261	5510	4198	5294	9846	4167	15755
STAT2.12	3699	2423	1949	2774	1584	2119	2824
STAT3.17	5120	5621	7666	12217	17393	8078	16046
STAT4.2	102	1	1	5	30	11	133
STAT5A.17	87	11	80	123	843	984	0
STAT5B.17	1825	1438	1267	3070	2409	2605	1172
STAT6.12	3183	191	7857	5771	3121	5547	7475
STATH.4	0	0	0	0	0	0	0
STAU1.20	12443	22468	12747	9636	12001	7940	19702
STAU2.8	1541	2097	2030	2590	1769	729	640
STBD1.4	720	2288	584	354	1022	547	362
STC1.8	3016	21	1045	926	1205	1187	943
STC2.5	11342	15064	1325	84352	6105	72	2078
STEAP1.7	3	4	6	89	0	313	0
STEAP2.7	5	4	32	363	0	229	0
STEAP3.2	2307	784	2378	1274	4126	6162	3978
STEAP4.7	64	3	354	73	10292	1	10516
STH.17	1	0	0	1	0	0	1
STIL.1	1441	1561	1351	1744	5688	2100	3782
STIM1.11	1078	886	2364	1631	4718	6398	8871
STIM2.4	1338	855	961	350	778	623	1102
STIP1.11	14976	24622	6909	18442	15917	16328	10799
STK10.5	3095	510	1010	895	1979	8942	3354
STK11.19	4202	3022	2665	2546	1988	3636	4155
STK11IP.2	2839	1121	1299	663	1382	890	1426
STK16.2	1347	1081	950	1298	1416	1176	708
STK17A.7	783	1089	1273	1463	3096	1119	1024
STK17B.2	309	351	404	220	1586	552	782
STK19.6	495	359	164	483	542	265	411
STK24.13	3476	4578	6853	4790	13657	5782	5100
STK25.2	6420	3746	3054	1500	3406	3340	5809
STK3.8	1417	1750	1289	1428	3622	934	3339
STK31.7	30	7	5	1	4	4	0
STK32A.5	1	0	1	0	0	19	0
STK32B.4	22	75	219	16	0	3	11
STK32C.10	742	137	640	323	431	1434	369
STK33.11	0	9	4	0	0	264	0
STK35.20	3345	6197	2624	3056	4797	3017	5473
STK36.2	2166	973	782	1343	548	637	902
STK38.6	5923	3098	2321	2699	6922	4504	9523
STK38L.12	1250	1976	4157	629	2002	787	1062
STK39.2	1212	1103	1978	388	5109	1538	1725
STK4.20	2498	6330	2596	3180	3073	6682	4256
STK40.1	2836	2645	1386	2028	4468	12227	1832
STMN1.1	5083	12375	15577	11548	27738	11574	12477
STMN2.8	0	0	0	0	0	0	0
STMN3.20	2942	1437	1666	136	62	3609	214
STMN4.8	0	0	0	0	0	0	0
STOM.9	4962	4296	5162	3212	3843	642	386
STOML1.15	317	283	419	420	125	352	534
STOML2.9	4771	18383	3775	3750	8692	4430	4757
STOML3.13	0	8	2	0	0	0	0
STON1-GTF2A1L.2	1	3	0	0	0	0	0
STON1.2	250	627	49	42	55	45	19
STON2.14	373	170	107	107	13	7	595
STOX1.10	206	299	398	242	889	72	78
STOX2.4	140	138	27	28	232	58	441
STRA13.17	2540	4355	4997	3143	2007	1215	1186
STRA6.15	26	11	18	1	4468	4	2861
STRA8.7	0	0	2	0	0	0	142
STRAP.12	4953	8520	13876	10687	8680	4390	8423
STRBP.9	3575	6831	3704	3181	2674	1447	2177
STRC.15	2	23	18	2	19	3	14
STRN.2	1809	1504	1499	2429	4105	1980	4020
STRN3.14	2238	3194	2513	2467	1956	931	2809
STRN4.19	7069	7466	6176	4147	5247	5915	11507
STS.x	321	5234	2034	346	3276	1840	7241
STT3A.11	5710	3660	8606	22816	15852	11474	10303
STT3B.3	7278	8002	7979	8387	7921	7786	6106
STUB1.16	4163	1770	2750	2218	929	2255	2846
STX10.19	1218	845	922	792	2889	980	1147
STX11.6	69	3	2	4	14	77	13
STX12.1	1231	740	1728	963	1225	609	1791
STX16.20	12539	21147	4632	3895	3420	4054	6948
STX17.9	2693	2640	3031	2155	3704	1766	2293
STX18.4	566	805	870	984	740	1087	795
STX19.3	3	53	11	11	316	2	2
STX1A.7	739	611	195	186	344	1341	361
STX1B.16	48	17	4	80	2	13	77
STX2.12	370	182	397	473	232	1243	264
STX3.11	2131	6123	1384	3779	3119	3376	2178
STX4.16	2659	1191	1529	1475	1018	1178	1703
STX5.11	2132	2590	961	2877	2811	2596	2201
STX6.1	5500	2307	5192	3384	5420	1772	3493
STX7.6	1270	2276	1656	1124	2149	1638	1249
STX8.17	545	577	526	598	552	642	573
STXBP1.9	1673	2738	2733	630	3100	3707	1824
STXBP2.19	3363	17	2975	2974	2996	2014	5798
STXBP3.1	2022	2004	1127	1047	2813	610	4969
STXBP4.17	792	4211	326	873	336	379	110
STXBP5.6	1776	473	457	452	1380	936	2168
STXBP5L.3	3	165	45	109	4	17	6
STXBP6.14	10	118	20	19	0	5	61
STYK1.12	74	101	334	199	287	178	842
STYX.14	1578	1185	979	1740	1302	723	1222
STYXL1.7	1485	1391	1258	2282	1615	862	1144
SUB1.5	2665	4924	3177	4268	3988	2428	5056
SUCLA2.13	1295	1892	2046	1992	825	700	2321
SUCLG1.2	2698	3068	3123	3155	3216	2820	3428
SUCLG2.3	1536	1715	3579	2186	1676	1707	3064
SUCNR1.3	0	0	0	0	0	0	0
SUDS3.12	3404	2510	3830	5617	3130	1360	2596
SUFU.10	1297	1734	1128	1775	648	1776	619
SUGT1.13	1086	708	730	813	1365	659	1310
SULF1.8	7884	143	6	5688	3	0	0
SULF2.20	133161	1279	1512	238	4502	5	5936
SULT1A1.16	263	501	1216	877	407	8	2179
SULT1A2.16	26	28	148	83	128	1	459
SULT1A3.16	2	0	0	0	0	0	0
SULT1B1.4	0	0	0	0	0	0	4
SULT1C2.2	13	32	25	19	27	36	16
SULT1C3.2	2	0	0	0	0	0	0
SULT1C4.2	1	8	4	0	0	0	0
SULT1E1.4	0	33	0	0	171	0	4
SULT2A1.19	1	2	0	1	3	0	0
SULT2B1.19	2356	2249	592	978	1207	3	3592
SULT4A1.22	0	67	205	0	0	0	198
SULT6B1.2	1	1	0	0	0	0	0
SUMF1.3	1770	1619	3310	4181	685	879	2306
SUMF2.7	4859	4676	4485	13238	18066	3927	14248
SUMO1.2	2167	2497	2943	1450	4839	1817	4218
SUMO2.17	1998	2327	2779	2174	4218	1572	1537
SUMO3.21	12288	6104	2594	6526	7709	5695	15994
SUMO4.6	2	3	2	8	9	3	2
SUNC1.7	2	2	1	1	416	64	0
SUOX.12	1112	1362	838	3292	646	293	1261
SUPT16H.14	12178	17556	8118	6331	7931	7340	11133
SUPT3H.6	316	178	83	232	653	419	160
SUPT4H1.17	7923	4558	2981	2680	1605	1896	2041
SUPT5H.19	11422	10939	8497	4631	8643	5902	14793
SUPT6H.17	12139	10619	7597	10942	4904	9617	9112
SUPT7L.2	1988	1954	1266	1514	2785	2110	3276
SUPV3L1.10	1176	1658	1213	956	3266	1917	1234
SURF1.9	2229	1884	1545	2847	880	902	1410
SURF2.9	1024	1083	723	1119	651	656	1276
SURF4.9	16607	11370	12837	18264	15522	22315	23517
SURF6.9	2123	2939	1935	2110	1747	1635	3776
SUSD1.9	607	435	199	278	123	940	1747
SUSD2.22	697	1440	217	432	4820	61	516
SUSD3.9	207	894	450	859	356	606	19
SUSD4.1	1962	251	2651	56	649	28	197
SUSD5.3	9	49	31	167	18	313	356
SUV39H1.x	1114	1299	929	2511	1481	2567	1402
SUV39H2.10	646	844	617	1296	1356	596	1170
SUV420H1.11	3318	7483	6167	3248	4530	1183	2141
SUV420H2.19	1398	1036	1262	969	765	271	878
SUZ12.17	1383	4198	3530	6443	4105	3405	3113
SV2A.1	33	23	13	7	9	2	6
SV2B.15	93	7	8	2	0	0	2
SV2C.5	2	10	3	2	3	0	14
SVEP1.9	75	52	29	2	213	8	88
SVIL.10	4470	3054	1806	1228	4296	4121	9289
SVIP.11	465	1000	817	962	893	346	1033
SVOP.12	5	2	0	0	1	1	0
SVOPL.7	9	105	75	140	30	0	93
SWAP70.11	1090	2682	2150	2656	2511	4242	4356
SYAP1.x	3207	3784	7047	4553	2687	2250	2519
SYCE1.10	2	2	12	0	0	0	684
SYCE2.19	50	142	132	102	54	20	47
SYCN.19	5	1	4	0	2	1	0
SYCP1.1	0	0	2	0	2	0	0
SYCP2.20	1392	1090	1806	5592	487	20	278
SYCP2L.6	9	10	7	12	457	39	154
SYCP3.12	5	6	11	6	3	6	3
SYDE1.19	138	288	243	91	689	3635	492
SYDE2.1	1425	353	487	486	1691	277	530
SYF2.1	941	1417	1036	849	1507	863	1132
SYK.9	583	703	487	546	1335	2	998
SYMPK.19	6623	6829	3498	4625	4667	5515	7612
SYN1.x	75	26	27	723	24	23	0
SYN2.3	0	3	0	0	2	6	0
SYN3.22	28	4	5	0	10	2	117
SYNC1.1	184	444	656	521	1178	185	166
SYNCRIP.6	6686	10776	5889	4298	14377	3528	6974
SYNE1.6	280	1252	74	289	60	924	230
SYNE2.14	7032	8174	3449	5562	8857	2551	7550
SYNGAP1.6	1616	537	457	1932	494	462	793
SYNGR1.22	772	1730	1897	2783	2474	108	1832
SYNGR2.17	7404	5066	13488	17551	4996	6297	3072
SYNGR3.16	768	13	770	319	99	12	233
SYNGR4.19	18	30	10	10	2	6	31
SYNJ1.21	661	496	603	1510	2342	492	1693
SYNJ2.6	2314	1573	1238	1525	1182	6640	1316
SYNJ2BP.14	2872	4142	2456	4405	2601	984	2976
SYNPO.5	726	429	543	781	2718	950	608
